player_id,name,short_name,position,jersey_number,height,preferred_foot,date_of_birth_ts,team_id,market_value_eur,nationality,roster_source
28381,Fernando Muslera,F. Muslera,G,16,190,,519264000,3061,685000,Uruguay,season_lineups
40076,Mariano,Mariano,D,,177,,519868800,3061,81000,Brazil,season_lineups
44691,Maicon,Maicon,D,3,191,,590198400,3061,97000,Brazil,season_lineups
43528,Serdar Aziz,S. Aziz,D,,183,,656640000,3061,71000,Türkiye,season_lineups
34639,Yuto Nagatomo,Y. Nagatomo,D,5,169,,526867200,3061,92000,Japan,season_lineups
41837,Fernando,Fernando,M,,183,,554169600,3061,485000,Brazil,season_lineups
14900,Ryan Donk,R. Donk,D,,192,,512524800,3061,,Suriname,season_lineups
809220,Henry Onyekuru,H. Onyekuru,F,7,175,,865468800,3061,1400000,Nigeria,season_lineups
169165,Sinan Gümüş,S. Gümüş,F,,179,,758592000,3061,54000,Germany,season_lineups
787429,Garry Rodrigues,G. Rodrigues,M,10,173,,659664000,3061,315000,Cape Verde,season_lineups
21943,Eren Derdiyok,E. Derdiyok,F,,191,,582076800,3061,,Switzerland,season_lineups
31253,Selçuk İnan,S. İnan,M,8,182,,476841600,3061,,Türkiye,season_lineups
72999,Younès Belhanda,Y. Belhanda,M,9,177,,635904000,3061,825000,Morocco,season_lineups
37240,Sofiane Feghouli,S. Feghouli,M,,178,,630633600,3061,145000,Algeria,season_lineups
788088,İsmail Çipe,İ. Çipe,G,,197,,789264000,3061,54000,Türkiye,season_lineups
109569,Martin Linnes,M. Linnes,D,25,177,,685324800,3061,320000,Norway,season_lineups
135680,Ahmet Çalık,A. Çalık,D,6,184,,762220800,3061,980000,Türkiye,season_lineups
806972,Celil Yüksel,C. Yüksel,M,5,165,,883612800,3061,865000,Türkiye,season_lineups
857738,Yunus Akgün,Y. Akgün,M,11,173,,962928000,3061,16700000,Türkiye,season_lineups
74114,Muğdat Çelik,M. Çelik,F,99,180,,631324800,3061,,Türkiye,season_lineups
3530,Bafetimbi Gomis,B. Gomis,F,,184,,492134400,3061,,France,season_lineups
343527,Emre Akbaba,E. Akbaba,M,8,180,,718156800,3061,515000,Türkiye,season_lineups
857740,Ozan Kabak,O. Kabak,D,5,185,,953942400,3061,4900000,Türkiye,season_lineups
228342,Badou Ndiaye,B. Ndiaye,M,,180,,656985600,3061,330000,Senegal,season_lineups
68335,Ömer Bayram,Ö. Bayram,D,19,175,,680572800,3061,52000,Türkiye,season_lineups
857747,Atalay Babacan,A. Babacan,M,20,170,,962150400,3061,375000,Türkiye,season_lineups
857749,Recep Gül,R. Gül,F,,171,,973382400,3061,52000,Türkiye,season_lineups
845000,Gökay Güney,G. Güney,D,,180,,927072000,3061,53000,Türkiye,season_lineups
962924,Mustafa Kapı,M. Kapı,M,,175,,1028764800,3061,110000,Türkiye,season_lineups
910091,Ali Yavuz Kol,A. Y. Kol,M,11,175,,980726400,3061,290000,Türkiye,season_lineups
857746,Abdussamed Karnuçu,A. Karnuçu,M,,184,,949622400,3061,190000,Türkiye,season_lineups
840951,Marcão,Marcão,D,23,185,,833932800,3061,2600000,Brazil,season_lineups
190191,Emre Taşdemir,E. Taşdemir,D,33,176,,807840000,3061,91000,Türkiye,season_lineups
47599,Semih Kaya,S. Kaya,D,,183,,667353600,3061,,Türkiye,season_lineups
867191,Christian Luyindama,C. Luyindama,D,,191,,757987200,3061,96000,DR Congo,season_lineups
16081,Konstantinos Mitroglou,K. Mitroglou,F,11,188,,574128000,3061,,Greece,season_lineups
346790,Mbaye Diagne,M. Diagne,F,45,191,,688608000,3061,685000,Senegal,season_lineups
867595,Batuhan Şen,B. A. Şen,G,12,192,,918000000,3061,210000,Türkiye,season_lineups
39573,Mert Günok,M. Günok,G,34,196,,604713600,3086,545000,Türkiye,season_lineups
128440,Junior Caiçara,J. Caiçara,D,5,173,,609638400,3086,240000,Brazil,season_lineups
14246,Manuel Da Costa,M. D. Costa,D,,188,,515721600,3086,,Morocco,season_lineups
18577,Alexandru Epureanu,A. Epureanu,D,6,187,,528163200,3086,,Moldova,season_lineups
532,Gaël Clichy,G. Clichy,D,22,176,,491184000,3086,,France,season_lineups
126610,Miloš Jojić,M. Jojić,M,18,177,,700963200,3086,315000,Serbia,season_lineups
4252,Gökhan Inler,G. Inler,M,,183,,457142400,3086,,Switzerland,season_lineups
69351,Soner Aydoğdu,S. Aydoğdu,M,8,181,,663033600,3086,97000,Türkiye,season_lineups
109779,Edin Višća,E. Višća,M,7,172,,635212800,3086,270000,Bosnia & Herzegovina,season_lineups
331751,Riad Bajić,R. Bajić,F,11,189,,768182400,3086,385000,Bosnia & Herzegovina,season_lineups
10668,Eljero Elia,E. Elia,F,,176,,540172800,3086,,Netherlands,season_lineups
46939,Stefano Napoleoni,S. Napoleoni,F,,177,,520128000,3086,54000,Italy,season_lineups
2054,Emre Belözoğlu,E. Belözoğlu,M,,169,,337132800,3086,,Türkiye,season_lineups
3094,Emmanuel Adebayor,E. Adebayor,F,,190,,446601600,3086,,Togo,season_lineups
30143,Volkan Babacan,V. Babacan,G,1,192,,587260800,3086,52000,Türkiye,season_lineups
5713,Uğur Uçar,U. Uçar,D,,180,,544579200,3086,,Türkiye,season_lineups
43666,Mahmut Tekdemir,M. Tekdemir,D,,178,,569721600,3086,27000,Türkiye,season_lineups
27027,Aurélien Chedjou,A. Chedjou,D,21,184,,488073600,3086,,Cameroon,season_lineups
332963,Joseph Attamah,J. Attamah,D,3,180,,769564800,3086,320000,Ghana,season_lineups
157014,Kerim Frei,K. Frei,M,11,173,,753667200,3086,69000,Türkiye,season_lineups
35584,Mevlüt Erdinç,M. Erdinç,F,9,181,,541209600,3086,,Türkiye,season_lineups
226986,İrfan Can Kahveci,İ. C. Kahveci,M,71,180,,805766400,3086,3600000,Türkiye,season_lineups
42293,Marcio Mossoró,M. Mossoró,M,8,170,,423532800,3086,,Brazil,season_lineups
555552,Faruk Çakır,F. Çakır,G,,190,,792201600,3086,105000,Türkiye,season_lineups
577736,Karim Hafez,K. Hafez,D,29,175,,826588800,3086,545000,Egypt,season_lineups
926728,Yusuf Avcilar,Y. Avcilar,D,90,,,919555200,3086,27000,Türkiye,season_lineups
957357,Mustafa Kutay Pekşen,M. K. Pekşen,D,94,187,,940204800,3086,45000,Türkiye,season_lineups
5702,Arda Turan,A. Turan,M,,177,,538963200,3086,,Türkiye,season_lineups
965785,Salim Farsak,S. Farsak,M,,180,,897436800,3086,27000,Türkiye,season_lineups
11813,Robinho,Robinho,F,,172,,443836800,3086,,Brazil,season_lineups
28253,Demba Ba,D. Ba,F,19,188,,485827200,3086,,Senegal,season_lineups
9446,Serdar Taşçı,S. Taşçı,D,,186,,546220800,3086,,Germany,season_lineups
24639,Fedor Kudryashov,F. Kudryashov,D,30,181,,544579200,3086,,Russia,season_lineups
26683,Alparslan Erdem,A. Erdem,D,60,174,,597801600,3086,,Türkiye,season_lineups
973624,Mert Çelik,M. Çelik,D,20,186,,960595200,3086,275000,Azerbaijan,season_lineups
6189,Tolga Zengin,T. Zengin,G,29,192,,434592000,3050,,Türkiye,season_lineups
30137,Gökhan Gönül,G. Gönül,D,77,174,,473644800,3050,,Türkiye,season_lineups
5884,Pepe,Pepe,D,,188,,415065600,3050,,Portugal,season_lineups
43394,Necip Uysal,N. Uysal,D,20,180,,664675200,3050,96000,Türkiye,season_lineups
